"x","y","elev","grad"
304.025,133.85,143.7,0.009507399
309.05,133.85,143.68,0.01052363
314.075,133.85,143.69,0.01138334
319.1,133.85,143.74,0.01198435
324.125,133.85,143.8,0.01230744
329.15,133.85,143.85,0.01227811
334.175,133.85,143.89,0.01177728
339.2,133.85,143.92,0.0108571
344.225,133.85,143.93,0.009729277
349.25,133.85,143.93,0.008707021
354.275,133.85,143.93,0.008005788
359.3,133.85,143.93,0.007631612
364.325,133.85,143.93,0.00750597
369.35,133.85,143.93,0.007727878
374.375,133.85,143.94,0.00825408
379.4,133.85,143.96,0.008914788
384.425,133.85,143.98,0.00965808
389.45,133.85,143.99,0.01038435
394.475,133.85,144.01,0.01098939
399.5,133.85,144.03,0.011525
404.525,133.85,144.03,0.01200773
409.55,133.85,144.04,0.0125283
414.575,133.85,144.06,0.0132167
419.6,133.85,144.1,0.01414011
424.625,133.85,144.14,0.01526465
429.65,133.85,144.14,0.01664627
434.675,133.85,144.17,0.01792567
439.7,133.85,144.26,0.01908817
444.725,133.85,144.35,0.02013116
449.75,133.85,144.43,0.02140507
454.775,133.85,144.5,0.0236653
459.8,133.85,144.58,0.02754205
464.825,133.85,144.65,0.03322215
469.85,133.85,144.78,0.04056178
474.875,133.85,145.01,0.04847253
479.9,133.85,145.33,0.05509817
484.925,133.85,145.68,0.05804527
489.95,133.85,145.98,0.05586758
494.975,133.85,146.26,0.0507919
500,133.85,146.63,0.04501869
505.025,133.85,146.9,0.04008284
510.05,133.85,147,0.03757717
515.075,133.85,147.04,0.03756346
520.1,133.85,147.11,0.03982526
525.125,133.85,147.32,0.04389661
530.15,133.85,147.44,0.04889643
535.175,133.85,147.62,0.05365392
540.2,133.85,147.98,0.05628758
545.225,133.85,148.33,0.05630344
550.25,133.85,148.72,0.05527333
555.275,133.85,149.03,0.05378384
560.3,133.85,149.28,0.0518361
565.325,133.85,149.5,0.04966928
570.35,133.85,149.68,0.04773833
575.375,133.85,149.84,0.04655608
580.4,133.85,150,0.04610453
585.425,133.85,150.11,0.04640052
590.45,133.85,150.19,0.04718465
595.475,133.85,150.26,0.04818718
600.5,133.85,150.33,0.04933455
605.525,133.85,150.4,0.05056552
610.55,133.85,150.5,0.051688
615.575,133.85,150.65,0.0525466
620.6,133.85,150.86,0.05330331
625.625,133.85,151.05,0.05372932
630.65,133.85,151.22,0.05403732
635.675,133.85,151.37,0.05447004
640.7,133.85,151.54,0.05509287
645.725,133.85,151.67,0.05599137
650.75,133.85,151.78,0.0572007
655.775,133.85,151.89,0.05861901
660.8,133.85,152.1,0.06011713
665.825,133.85,152.28,0.06190296
670.85,133.85,152.46,0.0644102
675.875,133.85,152.58,0.06781323
680.9,133.85,152.7,0.07183246
685.925,133.85,152.78,0.0764418
690.95,133.85,152.86,0.08168582
695.975,133.85,153,0.08731076
701,133.85,153.23,0.09262214
706.025,133.85,153.43,0.09736096
711.05,133.85,153.56,0.1011399
716.075,133.85,153.64,0.1035085
721.1,133.85,153.67,0.104511
726.125,133.85,153.71,0.1042305
731.15,133.85,153.9,0.1027537
736.175,133.85,154.09,0.1001823
741.2,133.85,154.19,0.09656287
746.225,133.85,154.26,0.09150525
751.25,133.85,154.41,0.08515501
756.275,133.85,154.59,0.07800442
761.3,133.85,154.76,0.07107566
766.325,133.85,154.83,0.0648749
771.35,133.85,154.83,0.05856357
776.375,133.85,154.8,0.05182684
781.4,133.85,154.79,0.05073571
786.425,133.85,154.95,0.06433736
791.45,133.85,155.34,0.09230724
796.475,133.85,155.05,0.1288965
801.5,133.85,153.97,0.1704556
806.525,133.85,152.63,0.2132901
811.55,133.85,151.38,0.2525922
816.575,133.85,150.04,0.2826276
821.6,133.85,148.6,0.298287
826.625,133.85,147.03,0.2989777
831.65,133.85,145.28,0.2896583
836.675,133.85,143.52,0.2753744
841.7,133.85,141.9,0.2592202
846.725,133.85,140.67,0.2420539
851.75,133.85,140.28,0.2256474
856.775,133.85,139.86,0.2114174
861.8,133.85,138.95,0.1991344
866.825,133.85,137.91,0.1879291
871.85,133.85,136.76,0.1773574
876.875,133.85,135.64,0.1669165
881.9,133.85,134.59,0.1548621
886.925,133.85,133.8,0.1393596
891.95,133.85,133.61,0.1222115
896.975,133.85,133.52,0.1058496
902,133.85,133.23,0.09206865
907.025,133.85,132.86,0.0823218
912.05,133.85,132.46,0.07720629
917.075,133.85,132.07,0.0765806
922.1,133.85,131.74,0.07923176
927.125,133.85,131.43,0.0837065
932.15,133.85,131.18,0.09017282
937.175,133.85,130.91,0.0978937
942.2,133.85,130.6,0.1055956
947.225,133.85,130.11,0.1128482
952.25,133.85,129.21,0.1192078
957.275,133.85,128.34,0.1240609
962.3,133.85,127.72,0.1263269
967.325,133.85,127.17,0.1247533
972.35,133.85,126.63,0.119398
977.375,133.85,126.09,0.1121302
982.4,133.85,125.52,0.1051424
987.425,133.85,125.01,0.09955927
992.45,133.85,124.6,0.09333428
997.475,133.85,124.22,0.08496739
1002.5,133.85,123.82,0.07604792
-2.5,138.9,136.55,0.1804374
2.525,138.9,136.93,0.1637909
7.55,138.9,137.26,0.1453639
12.575,138.9,137.54,0.1282629
17.6,138.9,137.76,0.1125903
22.625,138.9,137.92,0.09822933
27.65,138.9,138.01,0.08507168
32.675,138.9,138.06,0.07387095
37.7,138.9,138.15,0.0651084
42.725,138.9,138.26,0.05905432
47.75,138.9,138.35,0.05474802
52.775,138.9,138.33,0.05588414
57.8,138.9,138.1,0.06886339
62.825,138.9,137.88,0.08870602
67.85,138.9,137.92,0.1067062
72.875,138.9,137.64,0.1137418
77.9,138.9,136.79,0.1088017
82.925,138.9,134.28,0.0938198
87.95,138.9,134.03,0.07052367
92.975,138.9,134.03,0.05323853
98,138.9,135.15,0.05158059
103.025,138.9,136,0.06384576
108.05,138.9,136.9,0.07656752
113.075,138.9,137.05,0.08043948
118.1,138.9,137.45,0.07657905
123.125,138.9,137.96,0.06954878
128.15,138.9,138.19,0.06194985
133.175,138.9,138.29,0.05964448
138.2,138.9,138.46,0.06084097
143.225,138.9,138.64,0.06396902
148.25,138.9,138.91,0.06641477
153.275,138.9,139.25,0.06812276
158.3,138.9,139.61,0.06811286
163.325,138.9,139.97,0.0672283
168.35,138.9,140.33,0.06656431
173.375,138.9,140.68,0.06559615
178.4,138.9,141.01,0.06342686
183.425,138.9,141.33,0.06038957
188.45,138.9,141.63,0.0564738
193.475,138.9,141.92,0.05142766
198.5,138.9,142.2,0.04568548
203.525,138.9,142.45,0.03978053
208.55,138.9,142.61,0.03405224
213.575,138.9,142.72,0.0288161
218.6,138.9,142.82,0.02440818
223.625,138.9,142.92,0.02089417
228.65,138.9,142.98,0.01846088
233.675,138.9,143.04,0.01697528
238.7,138.9,143.11,0.01583588
243.725,138.9,143.18,0.01471631
248.75,138.9,143.27,0.01351215
253.775,138.9,143.34,0.01225869
258.8,138.9,143.4,0.01098184
263.825,138.9,143.44,0.009809378
268.85,138.9,143.45,0.008965479
273.875,138.9,143.47,0.008405783
278.9,138.9,143.52,0.007974476
283.925,138.9,143.57,0.007872452
288.95,138.9,143.6,0.008433744
293.975,138.9,143.63,0.00947323
299,138.9,143.65,0.01073829
304.025,138.9,143.65,0.01196948
309.05,138.9,143.62,0.01302686
314.075,138.9,143.62,0.01384598
319.1,138.9,143.67,0.01433059
324.125,138.9,143.73,0.01446147
329.15,138.9,143.79,0.01425122
334.175,138.9,143.84,0.01360866
339.2,138.9,143.87,0.01249387
344.225,138.9,143.89,0.01114192
349.25,138.9,143.89,0.009921736
354.275,138.9,143.9,0.009066297
359.3,138.9,143.9,0.008571331
364.325,138.9,143.9,0.008367637
369.35,138.9,143.9,0.008488469
374.375,138.9,143.9,0.009036242
379.4,138.9,143.92,0.009849054
384.425,138.9,143.94,0.01083782
389.45,138.9,143.95,0.01195441
394.475,138.9,143.96,0.0130228
399.5,138.9,143.96,0.01396542
404.525,138.9,143.96,0.0148125
409.55,138.9,143.97,0.01568299
414.575,138.9,143.99,0.01669117
419.6,138.9,144.03,0.01778259
424.625,138.9,144.07,0.01893123
429.65,138.9,144.07,0.02020599
434.675,138.9,144.09,0.02157095
439.7,138.9,144.17,0.0227422
444.725,138.9,144.26,0.02396491
449.75,138.9,144.33,0.0254779
454.775,138.9,144.4,0.02780782
459.8,138.9,144.47,0.03133489
464.825,138.9,144.54,0.03643517
469.85,138.9,144.69,0.04315003
474.875,138.9,144.94,0.05072798
479.9,138.9,145.26,0.0575331
484.925,138.9,145.58,0.06133709
489.95,138.9,145.87,0.06051745
494.975,138.9,146.17,0.05579456
500,138.9,146.49,0.04948941
505.025,138.9,146.78,0.04356808
510.05,138.9,146.96,0.03979305
515.075,138.9,147.08,0.03868607
520.1,138.9,147.26,0.04008811
525.125,138.9,147.43,0.04369688
530.15,138.9,147.53,0.04831931
535.175,138.9,147.67,0.05256633
540.2,138.9,147.95,0.05515353
545.225,138.9,148.3,0.05552372
550.25,138.9,148.7,0.05474228
555.275,138.9,149.09,0.05345471
560.3,138.9,149.4,0.05128381
565.325,138.9,149.65,0.04848872
570.35,138.9,149.85,0.04574161
575.375,138.9,150,0.04374923
580.4,138.9,150.15,0.04272511
585.425,138.9,150.28,0.04259248
590.45,138.9,150.39,0.04317224
595.475,138.9,150.47,0.04412479
600.5,138.9,150.55,0.04528943
605.525,138.9,150.62,0.04648659
610.55,138.9,150.72,0.04753303
615.575,138.9,150.85,0.04838028
620.6,138.9,151.03,0.04898346
625.625,138.9,151.21,0.04938554
630.65,138.9,151.38,0.04963578
635.675,138.9,151.55,0.04989957
640.7,138.9,151.71,0.05021059
645.725,138.9,151.85,0.05061997
650.75,138.9,151.97,0.05107856
655.775,138.9,152.1,0.05164312
660.8,138.9,152.26,0.05222301
665.825,138.9,152.43,0.05303955
670.85,138.9,152.61,0.05440957
675.875,138.9,152.79,0.05662442
680.9,138.9,152.93,0.05947492
685.925,138.9,153.05,0.06287917
690.95,138.9,153.18,0.06665305
695.975,138.9,153.36,0.07076779
701,138.9,153.6,0.07489915
706.025,138.9,153.81,0.07870816
711.05,138.9,153.98,0.08166494
716.075,138.9,154.09,0.08340449
721.1,138.9,154.13,0.08425743
726.125,138.9,154.17,0.08430975
731.15,138.9,154.36,0.08332322
736.175,138.9,154.56,0.08131244
741.2,138.9,154.62,0.07820328
746.225,138.9,154.66,0.07379752
751.25,138.9,154.78,0.06813807
756.275,138.9,154.92,0.06200794
761.3,138.9,155,0.05642279
766.325,138.9,155.03,0.05202055
771.35,138.9,155.01,0.04778883
776.375,138.9,154.98,0.04309585
781.4,138.9,154.95,0.04421039
786.425,138.9,155.06,0.05973255
791.45,138.9,155.41,0.08809256
796.475,138.9,155.3,0.1242555
801.5,138.9,154.22,0.1651248
806.525,138.9,152.85,0.208013
811.55,138.9,151.56,0.2483389
816.575,138.9,150.23,0.2801883
821.6,138.9,148.77,0.2978878
826.625,138.9,147.2,0.3002138
831.65,138.9,145.49,0.2919647
836.675,138.9,143.76,0.2779865
841.7,138.9,142.15,0.2610135
846.725,138.9,140.86,0.2428037
851.75,138.9,140.41,0.2251804
856.775,138.9,140.17,0.2102939
861.8,138.9,139.39,0.198334
866.825,138.9,138.35,0.1880633
871.85,138.9,137.22,0.1787358
876.875,138.9,136.08,0.1694307
881.9,138.9,135,0.1580057
886.925,138.9,134.13,0.1434102
891.95,138.9,133.84,0.127065
896.975,138.9,133.78,0.11121
902,138.9,133.51,0.09732691
907.025,138.9,133.12,0.08672392
912.05,138.9,132.7,0.08028934
917.075,138.9,132.29,0.07830727
922.1,138.9,131.91,0.08007629
927.125,138.9,131.57,0.08471508
932.15,138.9,131.29,0.0915239
937.175,138.9,131.03,0.09952926
942.2,138.9,130.74,0.1073696
947.225,138.9,130.29,0.1143166
952.25,138.9,129.4,0.1200777
957.275,138.9,128.44,0.1241619
962.3,138.9,127.79,0.125709
967.325,138.9,127.27,0.123607
972.35,138.9,126.77,0.117848
977.375,138.9,126.27,0.1103777
982.4,138.9,125.75,0.1038054
987.425,138.9,125.26,0.09920317
992.45,138.9,124.85,0.09435852
997.475,138.9,124.47,0.08756616
1002.5,138.9,124.05,0.07945795
-2.5,143.95,137.34,0.1635101
2.525,143.95,137.62,0.1479652
7.55,143.95,137.83,0.1318601
12.575,143.95,137.99,0.1173451
17.6,143.95,138.14,0.1039237
22.625,143.95,138.28,0.09133184
27.65,143.95,138.35,0.08001173
32.675,143.95,138.38,0.07043224
37.7,143.95,138.43,0.06291195
42.725,143.95,138.5,0.05817086
47.75,143.95,138.58,0.05537507
52.775,143.95,138.58,0.05461935
57.8,143.95,138.38,0.06452602
62.825,143.95,138.12,0.08250539
67.85,143.95,138.07,0.1011418
72.875,143.95,137.97,0.1106831
77.9,143.95,137.28,0.1098745
82.925,143.95,136.43,0.09979555
87.95,143.95,134.91,0.082607
92.975,143.95,134.08,0.0665779
98,143.95,134.64,0.05756519
103.025,143.95,135.61,0.05901474
108.05,143.95,136.45,0.06788257
113.075,143.95,136.84,0.0704761
118.1,143.95,137.28,0.07225105
123.125,143.95,137.69,0.07014279
128.15,143.95,138.05,0.06676085
133.175,143.95,138.33,0.06361104
138.2,143.95,138.64,0.06276848
143.225,143.95,138.83,0.06313821
148.25,143.95,139.02,0.0636361
153.275,143.95,139.3,0.06451003
158.3,143.95,139.63,0.0637815
163.325,143.95,139.98,0.06255209
168.35,143.95,140.34,0.06257737
173.375,143.95,140.69,0.06365848
178.4,143.95,141.02,0.06320314
183.425,143.95,141.34,0.0606937
188.45,143.95,141.67,0.05672381
193.475,143.95,141.97,0.05165382
198.5,143.95,142.26,0.04586707
203.525,143.95,142.48,0.03964795
208.55,143.95,142.64,0.03338858
213.575,143.95,142.75,0.02744681
218.6,143.95,142.86,0.02247129
223.625,143.95,142.96,0.01884283
228.65,143.95,143.04,0.01664773
233.675,143.95,143.11,0.01564398
238.7,143.95,143.18,0.01497789
243.725,143.95,143.21,0.01406176
248.75,143.95,143.25,0.01270078
253.775,143.95,143.32,0.01110617
258.8,143.95,143.38,0.009463806
263.825,143.95,143.43,0.008073772
268.85,143.95,143.45,0.007503053
273.875,143.95,143.47,0.007893067
278.9,143.95,143.5,0.00864832
283.925,143.95,143.54,0.009647306
288.95,143.95,143.56,0.01085821
293.975,143.95,143.58,0.01233261
299,143.95,143.59,0.01374838
304.025,143.95,143.58,0.01498073
309.05,143.95,143.55,0.0159088
314.075,143.95,143.54,0.01652476
319.1,143.95,143.59,0.01686183
324.125,143.95,143.65,0.01684704
329.15,143.95,143.71,0.01645843
334.175,143.95,143.77,0.01558602
339.2,143.95,143.81,0.01426943
344.225,143.95,143.83,0.01270126
349.25,143.95,143.85,0.01128771
354.275,143.95,143.86,0.01024562
359.3,143.95,143.87,0.009640198
364.325,143.95,143.86,0.009428562
369.35,143.95,143.85,0.009589174
374.375,143.95,143.85,0.01018838
379.4,143.95,143.87,0.01122755
384.425,143.95,143.89,0.0125798
389.45,143.95,143.9,0.01418323
394.475,143.95,143.9,0.01584153
399.5,143.95,143.89,0.01739128
404.525,143.95,143.89,0.01884325
409.55,143.95,143.9,0.02030307
414.575,143.95,143.93,0.02178573
419.6,143.95,143.97,0.02332759
424.625,143.95,143.98,0.0247959
429.65,143.95,144,0.02614891
434.675,143.95,144.02,0.02747548
439.7,143.95,144.09,0.02873556
444.725,143.95,144.17,0.03000155
449.75,143.95,144.26,0.031518
454.775,143.95,144.33,0.03357945
459.8,143.95,144.38,0.03658911
464.825,143.95,144.42,0.04083273
469.85,143.95,144.57,0.04653322
474.875,143.95,144.85,0.05333055
479.9,143.95,145.18,0.05976949
484.925,143.95,145.52,0.06407403
489.95,143.95,145.83,0.064568
494.975,143.95,146.13,0.06093632
500,143.95,146.44,0.05504308
505.025,143.95,146.75,0.04870348
510.05,143.95,147.01,0.04382207
515.075,143.95,147.19,0.04154022
520.1,143.95,147.39,0.04186717
525.125,143.95,147.56,0.04468778
530.15,143.95,147.67,0.04877821
535.175,143.95,147.76,0.05241271
540.2,143.95,148,0.05473764
545.225,143.95,148.35,0.05546094
550.25,143.95,148.76,0.05506242
555.275,143.95,149.19,0.05396108
560.3,143.95,149.52,0.05170418
565.325,143.95,149.76,0.04853987
570.35,143.95,149.96,0.04515721
575.375,143.95,150.12,0.04237904
580.4,143.95,150.28,0.04079725
585.425,143.95,150.41,0.04016508
590.45,143.95,150.53,0.04035381
595.475,143.95,150.65,0.04107926
600.5,143.95,150.76,0.04212652
605.525,143.95,150.83,0.04323163
610.55,143.95,150.91,0.04405844
615.575,143.95,151.03,0.04476745
620.6,143.95,151.2,0.04533715
625.625,143.95,151.38,0.04577001
630.65,143.95,151.56,0.04615096
635.675,143.95,151.74,0.04653253
640.7,143.95,151.9,0.04679741
645.725,143.95,152.05,0.04697049
650.75,143.95,152.19,0.04713479
655.775,143.95,152.32,0.04718794
660.8,143.95,152.48,0.04713719
665.825,143.95,152.63,0.04727912
670.85,143.95,152.82,0.04797806
675.875,143.95,153.02,0.04926592
680.9,143.95,153.17,0.05108792
685.925,143.95,153.28,0.05340171
690.95,143.95,153.43,0.056084
695.975,143.95,153.66,0.05873446
701,143.95,153.91,0.06131851
706.025,143.95,154.09,0.06378496
711.05,143.95,154.26,0.06581966
716.075,143.95,154.42,0.06686213
721.1,143.95,154.5,0.06720874
726.125,143.95,154.51,0.06720279
731.15,143.95,154.63,0.0665204
736.175,143.95,154.86,0.06492486
741.2,143.95,154.95,0.06234182
746.225,143.95,154.96,0.05859586
751.25,143.95,155.02,0.05384371
756.275,143.95,155.14,0.048788
761.3,143.95,155.2,0.04450273
766.325,143.95,155.21,0.04164318
771.35,143.95,155.18,0.03940148
776.375,143.95,155.15,0.03685027
781.4,143.95,155.12,0.03948048
786.425,143.95,155.24,0.05565158
791.45,143.95,155.52,0.08388403
796.475,143.95,155.5,0.1195594
801.5,143.95,154.51,0.1600451
806.525,143.95,153.12,0.2031185
811.55,143.95,151.78,0.2445844
816.575,143.95,150.45,0.2784593
821.6,143.95,149,0.298205
826.625,143.95,147.43,0.3019568
831.65,143.95,145.76,0.2947143
836.675,143.95,144.06,0.2814497
841.7,143.95,142.48,0.2644721
846.725,143.95,141.1,0.2459096
851.75,143.95,140.47,0.227742
856.775,143.95,140.34,0.2123604
861.8,143.95,139.67,0.2007204
866.825,143.95,138.73,0.1912014
871.85,143.95,137.64,0.1824675
876.875,143.95,136.51,0.1733011
881.9,143.95,135.46,0.1616864
886.925,143.95,134.5,0.1471749
891.95,143.95,134.07,0.1313841
896.975,143.95,134.01,0.1160874
902,143.95,133.75,0.1023686
907.025,143.95,133.38,0.09149136
912.05,143.95,132.97,0.08426195
917.075,143.95,132.53,0.0809997
922.1,143.95,132.13,0.08170876
927.125,143.95,131.74,0.08625356
932.15,143.95,131.44,0.09336898
937.175,143.95,131.18,0.1015417
942.2,143.95,130.87,0.1093362
947.225,143.95,130.41,0.1159789
952.25,143.95,129.57,0.1210043
957.275,143.95,128.56,0.1243011
962.3,143.95,127.88,0.1250855
967.325,143.95,127.39,0.1225423
972.35,143.95,126.91,0.1165483
977.375,143.95,126.44,0.1088294
982.4,143.95,125.96,0.102629
987.425,143.95,125.48,0.09892532
992.45,143.95,125.06,0.09543488
997.475,143.95,124.68,0.09011083
1002.5,143.95,124.26,0.0831025
-2.5,149,138.03,0.1454503
2.525,149,138.22,0.1300442
7.55,149,138.32,0.1161989
12.575,149,138.41,0.1042589
17.6,149,138.49,0.09304652
22.625,149,138.6,0.08272673
27.65,149,138.68,0.07350784
32.675,149,138.71,0.06573906
37.7,149,138.74,0.0596716
42.725,149,138.76,0.05574159
47.75,149,138.77,0.05454355
52.775,149,138.79,0.05579595
57.8,149,138.63,0.06447415
62.825,149,138.51,0.0804235
67.85,149,138.36,0.09642575
72.875,149,138.07,0.1069782
77.9,149,137.48,0.1111847
82.925,149,136.81,0.1062492
87.95,149,135.89,0.0931911
92.975,149,134.6,0.07861469
98,149,134.47,0.06584617
103.025,149,135.28,0.06029664
108.05,149,136.12,0.06139726
113.075,149,136.9,0.06201855
118.1,149,137.47,0.0643325
123.125,149,137.85,0.06717728
128.15,149,137.82,0.06849978
133.175,149,138.22,0.06719544
138.2,149,138.71,0.06539021
143.225,149,139.06,0.06354387
148.25,149,139.1,0.06208883
153.275,149,139.33,0.06152664
158.3,149,139.66,0.05992178
163.325,149,140,0.05761373
168.35,149,140.33,0.05760095
173.375,149,140.67,0.06003752
178.4,149,140.99,0.06165589
183.425,149,141.32,0.06035853
188.45,149,141.69,0.05701402
193.475,149,142.01,0.05230686
198.5,149,142.3,0.04681791
203.525,149,142.51,0.04069395
208.55,149,142.63,0.03422258
213.575,149,142.74,0.02788596
218.6,149,142.85,0.02254902
223.625,149,142.96,0.01886494
228.65,149,143.05,0.01690779
233.675,149,143.13,0.0162573
238.7,149,143.19,0.01582852
243.725,149,143.2,0.01483959
248.75,149,143.18,0.01308865
253.775,149,143.22,0.0108003
258.8,149,143.3,0.008430931
263.825,149,143.37,0.00658144
268.85,149,143.42,0.006158867
273.875,149,143.44,0.007608481
278.9,149,143.46,0.009756012
283.925,149,143.49,0.01205733
288.95,149,143.5,0.01406232
293.975,149,143.51,0.01563968
299,149,143.52,0.01701924
304.025,149,143.48,0.01808432
309.05,149,143.44,0.01881584
314.075,149,143.44,0.01924307
319.1,149,143.49,0.01940095
324.125,149,143.56,0.01925986
329.15,149,143.62,0.01872331
334.175,149,143.67,0.01773029
339.2,149,143.72,0.01621926
344.225,149,143.76,0.01438038
349.25,149,143.79,0.01270769
354.275,149,143.81,0.01150357
359.3,149,143.83,0.01085478
364.325,149,143.83,0.01068845
369.35,149,143.8,0.01097371
374.375,149,143.79,0.01179539
379.4,149,143.8,0.01321106
384.425,149,143.82,0.01504203
389.45,149,143.85,0.01715182
394.475,149,143.85,0.01945244
399.5,149,143.83,0.02171618
404.525,149,143.81,0.02397132
409.55,149,143.83,0.02617138
414.575,149,143.87,0.02830852
419.6,149,143.92,0.0303374
424.625,149,143.91,0.03228625
429.65,149,143.88,0.03400923
434.675,149,143.94,0.03545679
439.7,149,144.02,0.03666003
444.725,149,144.11,0.03774197
449.75,149,144.2,0.03908114
454.775,149,144.27,0.04086369
459.8,149,144.31,0.04331659
464.825,149,144.31,0.04672224
469.85,149,144.42,0.0512634
474.875,149,144.71,0.05685347
479.9,149,145.08,0.06246031
484.925,149,145.44,0.06653731
489.95,149,145.82,0.06788473
494.975,149,146.15,0.06559873
500,149,146.46,0.06063649
505.025,149,146.75,0.05467636
510.05,149,147.03,0.04915529
515.075,149,147.29,0.04570303
520.1,149,147.5,0.04483197
525.125,149,147.67,0.04666351
530.15,149,147.81,0.05004323
535.175,149,147.92,0.05321743
540.2,149,148.1,0.05517602
545.225,149,148.44,0.0558607
550.25,149,148.86,0.05557812
555.275,149,149.25,0.05444051
560.3,149,149.57,0.05215333
565.325,149,149.81,0.04885037
570.35,149,150,0.04523673
575.375,149,150.17,0.04205237
580.4,149,150.34,0.04004259
585.425,149,150.49,0.03908921
590.45,149,150.64,0.03883559
595.475,149,150.78,0.03915967
600.5,149,150.93,0.03981941
605.525,149,151.02,0.04065252
610.55,149,151.07,0.04126604
615.575,149,151.19,0.04168246
620.6,149,151.37,0.04218008
625.625,149,151.55,0.04267921
630.65,149,151.73,0.04326547
635.675,149,151.91,0.04388704
640.7,149,152.08,0.04428853
645.725,149,152.23,0.04435868
650.75,149,152.4,0.04432443
655.775,149,152.56,0.04418142
660.8,149,152.71,0.04385619
665.825,149,152.85,0.04361943
670.85,149,153,0.04382201
675.875,149,153.19,0.04452125
680.9,149,153.35,0.04562882
685.925,149,153.47,0.04705595
690.95,149,153.6,0.0487517
695.975,149,153.8,0.05037302
701,149,154.05,0.05166266
706.025,149,154.24,0.05280971
711.05,149,154.37,0.05365687
716.075,149,154.52,0.05390799
721.1,149,154.66,0.05365892
726.125,149,154.74,0.05327803
731.15,149,154.79,0.05256153
736.175,149,154.95,0.05120974
741.2,149,155.09,0.04911059
746.225,149,155.15,0.04606748
751.25,149,155.19,0.04226779
756.275,149,155.24,0.03840163
761.3,149,155.3,0.03545023
766.325,149,155.32,0.03399839
771.35,149,155.32,0.03342344
776.375,149,155.29,0.03242209
781.4,149,155.26,0.03579484
786.425,149,155.52,0.05147114
791.45,149,155.87,0.07882238
796.475,149,155.74,0.1139965
801.5,149,154.86,0.1543151
806.525,149,153.51,0.1977121
811.55,149,152.14,0.2402006
816.575,149,150.78,0.2759032
821.6,149,149.37,0.2985424
826.625,149,147.8,0.304692
831.65,149,146.11,0.2986992
836.675,149,144.46,0.2863454
841.7,149,142.87,0.269764
846.725,149,141.59,0.2511735
851.75,149,140.67,0.2332035
856.775,149,140.24,0.2176292
861.8,149,139.68,0.206193
866.825,149,138.86,0.1974399
871.85,149,138.05,0.1890509
876.875,149,137.01,0.1797953
881.9,149,136.02,0.1671665
886.925,149,135.11,0.1513905
891.95,149,134.39,0.1351104
896.975,149,134.18,0.1201238
902,149,133.96,0.106817
907.025,149,133.61,0.09597316
912.05,149,133.27,0.08842638
917.075,149,132.85,0.08438667
922.1,149,132.44,0.08388177
927.125,149,132.01,0.08768363
932.15,149,131.6,0.09490907
937.175,149,131.28,0.1032106
942.2,149,130.96,0.111091
947.225,149,130.42,0.1176341
952.25,149,129.59,0.1223144
957.275,149,128.67,0.1248018
962.3,149,127.96,0.12485
967.325,149,127.49,0.12188
972.35,149,127.04,0.1159696
977.375,149,126.59,0.1083413
982.4,149,126.13,0.1023173
987.425,149,125.7,0.09924977
992.45,149,125.29,0.09680798
997.475,149,124.89,0.09327137
1002.5,149,124.47,0.08782297
-2.5,154.05,138.62,0.1262749
2.525,154.05,138.74,0.1109269
7.55,154.05,138.76,0.09912847
12.575,154.05,138.78,0.0898979
17.6,154.05,138.84,0.08124825
22.625,154.05,138.91,0.07357842
27.65,154.05,138.97,0.06663577
32.675,154.05,139.02,0.06094615
37.7,154.05,139.04,0.05663089
42.725,154.05,139.05,0.05374084
47.75,154.05,139.01,0.05272337
52.775,154.05,138.96,0.05493607
57.8,154.05,138.84,0.062756
62.825,154.05,138.71,0.07690266
67.85,154.05,138.83,0.09294902
72.875,154.05,138.49,0.1045905
77.9,154.05,137.71,0.1119211
82.925,154.05,137.09,0.1108465
87.95,154.05,136.59,0.1020467
92.975,154.05,136.13,0.09037553
98,154.05,135.43,0.07735938
103.025,154.05,135.09,0.06630635
108.05,154.05,135.28,0.05895789
113.075,154.05,136.78,0.05567797
118.1,154.05,137.72,0.05730361
123.125,154.05,138.39,0.06253383
128.15,154.05,138.18,0.06658448
133.175,154.05,138.09,0.06788746
138.2,154.05,138.7,0.06665419
143.225,154.05,139.31,0.06395496
148.25,154.05,139.35,0.06182867
153.275,154.05,139.34,0.0589676
158.3,154.05,139.66,0.05630235
163.325,154.05,139.99,0.05333331
168.35,154.05,140.31,0.05319117
173.375,154.05,140.63,0.05632485
178.4,154.05,140.93,0.05947918
183.425,154.05,141.25,0.05968711
188.45,154.05,141.63,0.05736586
193.475,154.05,141.99,0.05358096
198.5,154.05,142.29,0.04857895
203.525,154.05,142.52,0.0428281
208.55,154.05,142.61,0.03660936
213.575,154.05,142.69,0.0304845
218.6,154.05,142.8,0.02529114
223.625,154.05,142.9,0.02158548
228.65,154.05,142.99,0.01948202
233.675,154.05,143.07,0.01867441
238.7,154.05,143.13,0.01805354
243.725,154.05,143.16,0.01673945
248.75,154.05,143.14,0.01447879
253.775,154.05,143.15,0.01140451
258.8,154.05,143.22,0.008230426
263.825,154.05,143.3,0.006016952
268.85,154.05,143.35,0.006234453
273.875,154.05,143.37,0.008572466
278.9,154.05,143.4,0.01157148
283.925,154.05,143.42,0.01465202
288.95,154.05,143.43,0.0173982
293.975,154.05,143.43,0.01920995
299,154.05,143.42,0.02031699
